ID,ham_or_spam
1515592542_4426,0.0
1515592544_7106,0.0
1515592546_6971,0.0
1515592549_9015,0.0
1515592551_7568,0.0
1515592553_2498,0.0
1515592555_4425,0.0
1515592558_7761,0.0
1515592561_7690,0.0
1515592563_8500,0.0
1515592566_5492,0.0
1515592568_6413,0.0
1515592570_9065,0.0
1515592572_1108,0.0
1515592575_7703,0.0
1515592577_7936,0.0
1515592579_2663,0.0
1515592581_1192,0.0
1515592584_9796,0.0
1515592586_4391,0.0
1515592589_5423,0.0
1515592592_7198,0.0
1515592594_8462,0.0
1515592596_1737,0.0
1515592598_1154,0.0
1515592601_4853,0.0
1515592603_4339,0.0
1515592607_6752,0.0
1515592609_5927,0.0
1515592611_1583,0.0
1515592614_9580,0.0
1515592616_2319,0.0
1515592618_6164,0.0
1515592620_4242,0.0
1515592623_3727,0.0
1515592625_8669,0.0
1515592627_8681,0.0
1515592629_5468,0.0
1515592632_2120,0.0
1515592634_5999,0.0
1515592636_9906,0.0
1515592639_2122,0.0
1515592641_3611,0.0
1515592643_2241,0.0
1515592647_1043,0.0
1515592649_6288,0.0
1515592651_4428,0.0
1515592653_6698,0.0
1515592656_2001,0.0
1515592658_6580,0.0
1515592660_9537,0.0
1515593095_4324,0.0
1515593097_3613,0.0
1515593099_9121,0.0
1515593101_9508,0.0
1515593104_1342,0.0
1515593106_5680,0.0
1515593108_4644,0.0
1515593111_3973,0.0
1515593113_3236,0.0
1515593115_4737,0.0
1515593117_2481,0.0
1515593120_4052,0.0
1515593122_9724,0.0
1515593124_2841,0.0
1515593126_7909,0.0
1515593128_4907,0.0
1515593130_4877,0.0
1515593133_6707,0.0
1515593135_8569,0.0
1515593137_7593,0.0
1515593139_2979,0.0
1515593142_1992,0.0
1515593144_7135,0.0
1515593146_2151,0.0
1515593148_3542,0.0
1515593150_4135,0.0
1515593153_2459,0.0
1515593155_7669,0.0
1515593157_3109,0.0
1515593160_2484,0.0
1515593162_8042,0.0
1515593164_4473,0.0
1515593166_6675,0.0
1515593169_1123,0.0
1515593171_7281,0.0
1515593173_3736,0.0
1515593175_9747,0.0
1515593178_7695,0.0
1515593180_9068,0.0
1515593183_9957,0.0
1515593185_6066,0.0
1515593187_8794,0.0
1515593189_9530,0.0
1515593192_3276,0.0
1515593194_7654,0.0
1515593196_5954,0.0
1515593199_5826,0.0
1515593201_1727,0.0
1515593203_1478,0.0
1515593206_2838,0.0
1515593208_2449,0.0
1515593210_7174,0.0
1515593212_2372,0.0
1515593215_1756,0.0
1515593217_5920,0.0
1515593219_9508,0.0
1515593221_6345,0.0
1515593224_2870,0.0
1515593226_3343,0.0
1515593228_9683,0.0
1515593231_1165,0.0
1515593233_4898,0.0
1515593235_8295,0.0
1515593237_5386,0.0
1515593241_7023,0.0
1515593243_2799,0.0
1515593245_5210,0.0
1515593248_4661,0.0
1515593250_4446,0.0
1515593252_8541,0.0
1515593254_4636,0.0
1515593257_4433,0.0
1515593259_1240,0.0
1515593261_5034,0.0
1515593263_3904,0.0
1515593266_5450,0.0
1515593268_9881,0.0
1515593270_9640,0.0
1515593273_7993,0.0
1515593275_7204,0.0
1515593278_5197,0.0
1515593280_8359,0.0
1515593282_7135,0.0
1515593284_7318,0.0
1515593286_1881,0.0
1515593288_9950,0.0
1515593291_2210,0.0
1515593293_8749,0.0
1515593295_5347,0.0
1515593297_3138,0.0
1515593297_9734,0.0
1515593299_9374,0.0
1515593300_8202,0.0
1515593301_2240,0.0
1515593302_2225,0.0
1515593303_6947,0.0
1515593305_1724,0.0
1515593306_3015,0.0
1515593307_9697,0.0
1515593308_8918,0.0
1515593310_3559,0.0
1515593310_3832,0.0
1515593312_5389,0.0
1515593312_7643,0.0
1515593314_4404,0.0
1515593315_1205,0.0
1515593316_7107,0.0
1515593317_7357,0.0
1515593318_4004,0.0
1515593319_6208,0.0
1515593321_2482,0.0
1515593322_4164,0.0
1515593323_7564,0.0
1515593324_5587,0.0
1515593325_6115,0.0
1515593326_6963,0.0
1515593327_8063,0.0
1515593329_9014,0.0
1515593330_7492,0.0
1515593331_6415,0.0
1515593332_5538,0.0
1515593333_1232,0.0
1515593334_1893,0.0
1515593335_2564,0.0
1515593336_4598,0.0
1515593988_1435,0.0
1515593988_7733,0.0
1515593990_3134,0.0
1515593990_3976,0.0
1515593992_2384,0.0
1515593992_7798,0.0
1515593995_2336,0.0
1515593995_4565,0.0
1515593997_6292,0.0
1515593997_6976,0.0
1515593999_4974,0.0
1515593999_6986,0.0
1515594001_4631,0.0
1515594002_6824,0.0
1515594004_4658,0.0
1515594004_7327,0.0
1515594006_5930,0.0
1515594006_9197,0.0
1515594008_1702,0.0
1515594008_1990,0.0
1515594010_8322,0.0
1515594011_3930,0.0
1515594013_1235,0.0
1515594013_4036,0.0
1515594015_2175,0.0
1515594015_9218,0.0
1515594017_3254,0.0
1515594018_5056,0.0
1515594020_6113,0.0
1515594020_9309,0.0
1515594022_3452,0.0
1515594022_5987,0.0
1515594024_6326,0.0
1515594025_1861,0.0
1515594027_5951,0.0
1515594027_7826,0.0
1515594029_6961,0.0
1515594029_8275,0.0
1515594031_5891,0.0
1515594032_5747,0.0
1515594034_8078,0.0
1515594034_8216,0.0
1515594036_3841,0.0
1515594036_6998,0.0
1515594038_3146,0.0
1515594038_8414,0.0
1515594040_7592,0.0
1515594041_4070,0.0
1515594043_7665,0.0
1515594043_8757,0.0
1515594045_3111,0.0
1515594045_4675,0.0
1515594047_3129,0.0
1515594048_7948,0.0
1515594050_5167,0.0
1515594050_7176,0.0
1515594052_1666,0.0
1515594052_8942,0.0
1515594054_5648,0.0
1515594054_7828,0.0
1515594057_4938,0.0
1515594057_7794,0.0
1515594059_2933,0.0
1515594059_5873,0.0
1515594061_5517,0.0
1515594061_8142,0.0
1515594063_4723,0.0
1515594063_8679,0.0
1515594065_3881,0.0
1515594065_4596,0.0
1515594068_4153,0.0
1515594068_6911,0.0
1515594070_7273,0.0
1515594070_7605,0.0
1515594072_2611,0.0
1515594072_6667,0.0
1515594074_3673,0.0
1515594074_8575,0.0
1515594077_3967,0.0
1515594077_5475,0.0
1515594079_1030,0.0
1515594079_4645,0.0
1515594081_6711,0.0
1515594082_4213,0.0
1515594083_6082,0.0
1515594084_9420,0.0
1515594086_2617,0.0
1515594086_2668,0.0
1515594088_2341,0.0
1515594088_9223,0.0
1515594090_1753,0.0
1515594090_2752,0.0
1515594092_8523,0.0
1515594093_4310,0.0
1515594095_7861,0.0
1515594095_9109,0.0
1515594097_6703,0.0
1515594097_9193,0.0
1515594099_1723,0.0
1515594099_9682,0.0
1515594101_2775,0.0
1515594102_1174,0.0
1515594103_3526,0.0
1515594104_2908,0.0
1515594106_7607,0.0
1515594106_9205,0.0
1515594108_3988,0.0
1515594109_2729,0.0
1515594110_2379,0.0
1515594111_8261,0.0
1515594113_4992,0.0
1515594113_5548,0.0
1515594115_6418,0.0
1515594115_6895,0.0
1515594117_1547,0.0
1515594117_1902,0.0
1515594119_7011,0.0
1515594120_8141,0.0
1515594121_9416,0.0
1515594122_6911,0.0
1515594124_3413,0.0
1515594124_4683,0.0
1515594126_1496,0.0
1515594126_6661,0.0
1515594128_7164,0.0
1515594129_6375,0.0
1515594130_2701,0.0
1515594131_7955,0.0
1515594132_5075,0.0
1515594133_2710,0.0
1515594135_7368,0.0
1515594135_7731,0.0
1515594137_3303,0.0
1515594137_7892,0.0
1515594139_9142,0.0
1515594140_9549,0.0
1515594141_8064,0.0
1515594142_3593,0.0
1515594143_1274,0.0
1515594144_3892,0.0
1515594146_4691,0.0
1515594146_5919,0.0
1515594148_2018,0.0
1515594148_8112,0.0
1515594150_7282,0.0
1515594151_1728,0.0
1515594152_3442,0.0
1515594153_3493,0.0
1515594154_6675,0.0
1515594155_8242,0.0
1515594157_7989,0.0
1515594157_9140,0.0
1515594159_5443,0.0
1515594159_8478,0.0
1515594161_9073,0.0
1515594162_9699,0.0
1515594163_1103,0.0
1515594164_8907,0.0
1515594166_5947,0.0
1515594166_7898,0.0
1515594168_5510,0.0
1515594168_7906,0.0
1515594170_1892,0.0
1515594170_5828,0.0
1515594172_4666,0.0
1515594173_4026,0.0
1515594176_5220,0.0
1515594176_8487,0.0
1515594178_1836,0.0
1515594178_9694,0.0
1515594180_7593,0.0
1515594181_6307,0.0
1515594183_2257,0.0
1515594183_7781,0.0
1515594185_3970,0.0
1515594185_9573,0.0
1515594187_2732,0.0
1515594188_8087,0.0
1515594189_8583,0.0
1515594190_6721,0.0
1515594191_8742,0.0
1515594192_5378,0.0
1515594194_3689,0.0
1515594194_7711,0.0
1515594196_2351,0.0
1515594196_7874,0.0
1515594198_7960,0.0
1515594199_1669,0.0
1515594200_9412,0.0
1515594201_9093,0.0
1515594203_2352,0.0
1515594203_6461,0.0
1515594205_4599,0.0
1515594205_8490,0.0
1515594207_2868,0.0
1515594207_7178,0.0
1515594209_9385,0.0
1515594210_8289,0.0
1515594212_2638,0.0
1515594212_6158,0.0
1515594214_2611,0.0
1515594214_4883,0.0
1515594216_3953,0.0
1515594216_5052,0.0
1515594218_2321,0.0
1515594218_8063,0.0
1515594221_1286,0.0
1515594221_4139,0.0
1515594223_1461,0.0
1515594223_9882,0.0
1515594225_5611,0.0
1515594225_7653,0.0
1515594227_5563,0.0
1515594227_8539,0.0
1515594229_3694,0.0
1515594230_1573,0.0
1515594232_5474,0.0
1515594232_9501,0.0
1515594234_2934,0.0
1515594234_9106,0.0
1515594236_2076,0.0
1515594236_3507,0.0
1515594239_3619,0.0
1515594239_8412,0.0
1515594241_1236,0.0
1515594241_8072,0.0
1515594243_2072,0.0
1515594243_7504,0.0
1515594245_5820,0.0
1515594245_5999,0.0
1515594247_5248,0.0
1515594247_7066,0.0
1515594250_2191,0.0
1515594250_5521,0.0
1515594252_1701,0.0
1515594252_5722,0.0
1515594254_5628,0.0
1515594254_8251,0.0
1515594256_6601,0.0
1515594256_8917,0.0
1515594258_6727,0.0
1515594259_9975,0.0
1515594261_1571,0.0
1515594261_5436,0.0
1515594263_4661,0.0
1515594263_6648,0.0
1515594265_2335,0.0
1515594265_6022,0.0
1515594269_4089,0.0
1515594269_9562,0.0
1515594271_1991,0.0
1515594271_8251,0.0
1515594274_4065,0.0
1515594274_4902,0.0
1515594276_1219,0.0
1515594276_5407,0.0
1515594278_2276,0.0
1515594278_6379,0.0
1515594280_1609,0.0
1515594281_4327,0.0
1515594283_3482,0.0
1515594283_4363,0.0
1515594286_3057,0.0
1515594286_8542,0.0
1515594288_6066,0.0
1515594288_7191,0.0
1515594290_4495,0.0
1515594290_5500,0.0
1515594292_8702,0.0
1515594293_7811,0.0
1515594295_2587,0.0
1515594295_6422,0.0
1515594297_1342,0.0
1515594297_8464,0.0
1515594299_3457,0.0
1515594299_9597,0.0
1515594302_8074,0.0
1515594302_9500,0.0
1515594304_6339,0.0
1515594304_6661,0.0
1515594306_5843,0.0
1515594306_6720,0.0
1515594308_7533,0.0
1515594308_8194,0.0
1515594310_7710,0.0
1515594311_8488,0.0
1515594313_1385,0.0
1515594313_4615,0.0
1515594315_3498,0.0
1515594315_9997,0.0
1515594317_1949,0.0
1515594320_5821,0.0
1515594322_4654,0.0
1515594324_9254,0.0
1515594325_1870,0.0
1515594326_2273,0.0
1515594329_8989,0.0
1515594331_4726,0.0
1515594333_2455,0.0
1515594335_5890,0.0
1515594338_1470,0.0
1515594340_4012,0.0
1515594343_4628,0.0
1515594346_5656,0.0
1515594348_9251,0.0
1515594350_5779,0.0
1515594353_5793,0.0
1515594355_5024,0.0
1515594357_9660,0.0
1515594359_1503,0.0
1515594362_7071,0.0
1515594364_1520,0.0
1515594367_7132,0.0
1515594981_5260,0.0
1515594983_1332,0.0
1515594985_6778,0.0
1515594988_9628,0.0
1515594990_6921,0.0
1515594992_9549,0.0
1515594995_6111,0.0
1515594997_8967,0.0
1515594998_8677,0.0
1515594999_8886,0.0
1515595001_7830,0.0
1515595002_2792,0.0
1515595003_2872,0.0
1515595004_2850,0.0
1515595006_9777,0.0
1515595009_1074,0.0
1515595011_7103,0.0
1515595013_5626,0.0
1515595016_7318,0.0
1515595018_3411,0.0
1515595020_2821,0.0
1515595022_9965,0.0
1515595024_2740,0.0
1515595027_9095,0.0
1515595029_3731,0.0
1515595031_9287,0.0
1515595033_6659,0.0
1515595036_8755,0.0
1515595038_4748,0.0
1515595040_9251,0.0
1515595043_2740,0.0
1515595045_5320,0.0
1515595047_3007,0.0
1515595049_9772,0.0
1515595052_6732,0.0
1515595054_4483,0.0
1515595056_1606,0.0
1515595059_6655,0.0
1515595061_6625,0.0
1515595063_6866,0.0
1515595066_5681,0.0
1515595068_9043,0.0
1515595070_9850,0.0
1515595073_1075,0.0
1515595075_9114,0.0
1515595077_7972,0.0
1515595080_1974,0.0
1515595082_3760,0.0
1515595084_4515,0.0
1515595086_9473,0.0
1515595089_6364,0.0
1515595091_1616,0.0
1515595093_8418,0.0
1515595096_6165,0.0
1515595098_2112,0.0
1515595100_8783,0.0
1515595103_1978,0.0
1515595105_2800,0.0
1515595107_1506,0.0
1515595109_5328,0.0
1515595112_5170,0.0
1515595114_4005,0.0
1515595116_7238,0.0
1515595119_2401,0.0
1515595121_8892,0.0
1515595124_6189,0.0
1515595126_7653,0.0
1515595128_6985,0.0
1515595131_9850,0.0
1515595133_9802,0.0
1515595135_2825,0.0
1515595137_6625,0.0
1515595140_2673,0.0
1515595142_5518,0.0
1515595145_4486,0.0
1515595147_9901,0.0
1515595149_1982,0.0
1515595151_4355,0.0
1515595154_4412,0.0
1515595156_4260,0.0
1515595158_8985,0.0
1515595161_1733,0.0
1515595163_1949,0.0
1515595165_3327,0.0
1515595167_8236,0.0
1515595170_1049,0.0
1515595172_6325,0.0
1515595174_8585,0.0
1515595177_7617,0.0
1515595179_5110,0.0
1515595181_3973,0.0
1515595183_7376,0.0
1515595186_8391,0.0
1515595188_9431,0.0
1515595190_2416,0.0
1515595193_5881,0.0
1515595195_8942,0.0
1515595197_5953,0.0
1515595199_8537,0.0
1515595202_1251,0.0
1515595204_8004,0.0
1515595206_4276,0.0
1515595209_1008,0.0
1515595211_5674,0.0
1515595214_6040,0.0
1515595216_2129,0.0
1515595218_3784,0.0
1515595221_3848,0.0
1515595223_5770,0.0
1515595225_9653,0.0
1515595228_7916,0.0
1515595230_7103,0.0
1515595232_4280,0.0
1515595235_9151,0.0
1515595237_1182,0.0
1515595239_1894,0.0
1515595242_3741,0.0
1515595244_4976,0.0
1515595246_3247,0.0
1515595249_8637,0.0
1515595251_4544,0.0
1515595253_8832,0.0
1515595255_2114,0.0
1515595258_9648,0.0
1515595260_8882,0.0
1515595262_4184,0.0
1515595265_5496,0.0
1515595267_9825,0.0
1515595269_4990,0.0
1515595271_4593,0.0
1515595274_7505,0.0
1515595276_3348,0.0
1515595278_9052,0.0
1515595280_8215,0.0
1515595283_3295,0.0
1515595285_3552,0.0
1515595287_2309,0.0
1515595290_1455,0.0
1515595292_6644,0.0
1515595294_4985,0.0
1515595296_5065,0.0
1515595298_9973,0.0
1515595301_5220,0.0
1515595303_8140,0.0
1515595305_7593,0.0
1515595307_8516,0.0
1515595310_8564,0.0
1515595312_7210,0.0
1515595314_2060,0.0
1515595316_4711,0.0
1515595319_9889,0.0
1515595321_4396,0.0
1515595323_4367,0.0
1515595325_3041,0.0
1515595328_8475,0.0
1515595330_9557,0.0
1515595332_8402,0.0
1515595334_6984,0.0
1515595336_7910,0.0
1515595339_5255,0.0
1515595342_6394,0.0
1515595344_4268,0.0
1515595348_5623,0.0
1515595350_6238,0.0
1515595353_8369,0.0
1515595355_2711,0.0
1515595357_4434,0.0
1515595359_7161,0.0
1515595362_6656,0.0
1515595364_3720,0.0
1515595366_4430,0.0
1515595368_7246,0.0
1515595371_2982,0.0
1515595373_8485,0.0
1515595375_7327,0.0
1515595377_5633,0.0
1515595380_6898,0.0
1515595382_1745,0.0
1515595385_2310,0.0
1515595387_7589,0.0
1515595389_7008,0.0
1515595392_5681,0.0
1515595394_1309,0.0
1515595396_6115,0.0
1515595398_4916,0.0
1515595401_2310,0.0
1515595403_6549,0.0
1515595405_3907,0.0
1515595407_1035,0.0
1515595410_8019,0.0
1515595412_1270,0.0
1515595414_4094,0.0
1515595416_7761,0.0
1515595419_2151,0.0
1515595421_1701,0.0
1515595423_6641,0.0
1515595425_7010,0.0
1515595428_3744,0.0
1515595430_2793,0.0
1515595432_7312,0.0
1515595435_8804,0.0
1515595438_4167,0.0
1515595441_8178,0.0
1515595443_7487,0.0
1515595446_4851,0.0
1515595448_6851,0.0
1515595450_8287,0.0
1515595452_2471,0.0
1515595639_9344,0.0
1515595641_8209,0.0
1515595644_8775,0.0
1515595646_5458,0.0
1515595648_5025,0.0
1515595650_5820,0.0
1515595652_3074,0.0
1515595654_9942,0.0
1515595656_2473,0.0
1515595658_7565,0.0
1515595661_9932,0.0
1515595663_3245,0.0
1515595665_9755,0.0
1515595667_6568,0.0
1515595669_3558,0.0
1515595671_1343,0.0
1515595673_8936,0.0
1515595675_1584,0.0
1515595677_6342,0.0
1515595679_7317,0.0
1515595681_7873,0.0
1515595683_4820,0.0
1515595686_4418,0.0
1515595687_2053,0.0
1515595689_3767,0.0
1515595691_9938,0.0
1515595693_4669,0.0
1515595696_8632,0.0
1515595698_4293,0.0
1515595701_9907,0.0
1515595703_6887,0.0
1515595705_7383,0.0
1515595707_6262,0.0
1515595709_2061,0.0
1515595711_2215,0.0
1515595714_8225,0.0
1515595716_8907,0.0
1515595718_3065,0.0
1515595720_7299,0.0
1515595722_3153,0.0
1515595724_5839,0.0
1515595726_1489,0.0
1515595728_6372,0.0
1515595730_8824,0.0
1515595732_3031,0.0
1515595735_2186,0.0
1515595737_6586,0.0
1515595739_7856,0.0
1515595741_8212,0.0
1515595743_6235,0.0
1515595745_9833,0.0
1515595747_4724,0.0
1515595749_2310,0.0
1515595751_1778,0.0
1515595754_1347,0.0
1515595756_4384,0.0
1515595758_9501,0.0
1515595760_7753,0.0
1515595762_4552,0.0
1515595764_5510,0.0
1515595766_3490,0.0
1515595768_8259,0.0
1515595770_8041,0.0
1515595772_1338,0.0
1515595774_3075,0.0
1515595776_6146,0.0
1515595778_4169,0.0
1515595780_7364,0.0
1515595782_9906,0.0
1515595784_7546,0.0
1515595786_5465,0.0
1515595789_7955,0.0
1515595791_4047,0.0
1515595793_2089,0.0
1515595795_4676,0.0
1515595797_5220,0.0
1515595799_4942,0.0
1515595801_1459,0.0
1515595803_3835,0.0
1515595805_5785,0.0
1515595807_2971,0.0
1515595809_4186,0.0
1515595811_6438,0.0
1515595813_3576,0.0
1515595814_6623,0.0
1515595816_2132,0.0
1515595819_2245,0.0
1515595821_7679,0.0
1515595823_6115,0.0
1515595825_4927,0.0
1515595827_7585,0.0
1515595829_3459,0.0
1515595831_6781,0.0
1515595833_9501,0.0
1515595835_9133,0.0
1515595837_2234,0.0
1515595842_4936,0.0
1515596082_4908,0.0
1515596085_7243,0.0
1515596087_2802,0.0
1515596089_1003,0.0
1515596091_9078,0.0
1515596094_8674,0.0
1515596096_8207,0.0
1515596098_5349,0.0
1515596101_2489,0.0
1515596103_6562,0.0
1515596105_6026,0.0
1515596107_4499,0.0
1515596110_1510,0.0
1515596112_1383,0.0
1515596114_6140,0.0
1515596116_9836,0.0
1515596119_6858,0.0
1515596121_4738,0.0
1515596123_3246,0.0
1515596126_1108,0.0
1515596128_9729,0.0
1515596130_4326,0.0
1515596132_7900,0.0
1515596134_1884,0.0
1515596137_3124,0.0
1515596139_3916,0.0
1515596141_4889,0.0
1515596143_3634,0.0
1515596146_9776,0.0
1515596148_1422,0.0
1515596150_1353,0.0
1515596152_2441,0.0
1515596155_1077,0.0
1515596157_9498,0.0
1515596159_1981,0.0
1515596162_1276,0.0
1515596164_8735,0.0
1515596166_4175,0.0
1515596168_5079,0.0
1515596171_1574,0.0
1515596173_2701,0.0
1515596175_4860,0.0
1515596177_4657,0.0
1515596180_4732,0.0
1515596182_2807,0.0
1515596184_5883,0.0
1515596186_3463,0.0
1515596188_6078,0.0
1515596191_2698,0.0
1515596193_9921,0.0
1515596195_3658,0.0
1515596197_1248,0.0
1515596200_1235,0.0
1515596203_4471,0.0
1515596205_9462,0.0
1515596208_4672,0.0
1515596211_4750,0.0
1515596213_4464,0.0
1515596215_8054,0.0
1515596219_1049,0.0
1515596530_6718,0.0
1515596532_4863,0.0
1515596534_4982,0.0
1515596537_3918,0.0
1515596539_2554,0.0
1515596541_3292,0.0
1515596544_4248,0.0
1515596546_4553,0.0
1515596548_7062,0.0
1515596550_6447,0.0
1515596553_6061,0.0
1515596555_2659,0.0
1515596557_8081,0.0
1515596560_1348,0.0
1515596562_2997,0.0
1515596564_5285,0.0
1515596566_6139,0.0
1515596569_9265,0.0
1515596571_4769,0.0
1515596573_5612,0.0
1515596575_7198,0.0
1515596578_5143,0.0
1515596580_2209,0.0
1515596582_9267,0.0
1515596585_6612,0.0
1515596588_6708,0.0
1515596590_6061,0.0
1515596593_1343,0.0
1515596595_5558,0.0
1515596597_9874,0.0
1515596600_2458,0.0
1515596602_3657,0.0
1515596605_4668,0.0
1515596607_4546,0.0
1515596609_4739,0.0
1515596611_6132,0.0
1515596614_7500,0.0
1515596616_7287,0.0
1515596618_9257,0.0
1515596620_1796,0.0
1515596623_8338,0.0
1515596625_6958,0.0
1515596627_3392,0.0
1515596630_2217,0.0
1515596632_1410,0.0
1515596634_4083,0.0
1515596637_8901,0.0
1515596639_4295,0.0
1515596641_9095,0.0
1515596643_6726,0.0
1515596646_2813,0.0
1515596648_6106,0.0
1515596650_5617,0.0
1515596652_9143,0.0
1515596655_6507,0.0
1515596657_6889,0.0
1515596659_4262,0.0
1515596662_6072,0.0
1515596664_8633,0.0
1515596666_7044,0.0
1515596668_6801,0.0
1515596671_4618,0.0
1515596673_5785,0.0
1515596676_1523,0.0
1515596678_2335,0.0
1515596681_9137,0.0
1515596683_1267,0.0
1515596685_9290,0.0
1515596687_3302,0.0
1515596690_1698,0.0
1515596692_5396,0.0
1515596694_7641,0.0
1515596697_7142,0.0
1515596699_5079,0.0
1515596701_5112,0.0
1515596703_8421,0.0
1515596706_8496,0.0
1515596709_2027,0.0
1515596712_1295,0.0
1515596714_5606,0.0
1515596716_2559,0.0
1515596718_5407,0.0
1515596721_7796,0.0
1515596723_2299,0.0
1515596725_3803,0.0
1515596727_5011,0.0
1515596730_7455,0.0
1515596732_5154,0.0
1515596734_6397,0.0
1515596736_2647,0.0
1515596739_2314,0.0
1515596741_1018,0.0
1515596743_8380,0.0
1515596745_1614,0.0
1515596748_5422,0.0
1515596750_6261,0.0
1515596752_6851,0.0
1515596754_1498,0.0
1515596757_9907,0.0
1515596759_2699,0.0
1515596761_8787,0.0
1515596763_7659,0.0
1515596766_6953,0.0
1515596768_2817,0.0
1515596770_6034,0.0
1515596772_5620,0.0
1515596775_8719,0.0
1515596777_9958,0.0
1515596779_1045,0.0
1515596782_4293,0.0
1515596784_4296,0.0
1515596786_6861,0.0
1515596788_5865,0.0
1515596791_3592,0.0
1515596793_8025,0.0
1515596795_3232,0.0
1515596797_1362,0.0
1515596800_3341,0.0
1515596803_2037,0.0
1515596863_7300,0.0
1515597462_3371,0.0
1515597464_5452,0.0
1515597467_7714,0.0
1515597469_6688,0.0
1515597471_9028,0.0
1515597474_2568,0.0
1515597476_2996,0.0
1515597478_9268,0.0
1515597481_1441,0.0
1515597483_4251,0.0
1515597485_9124,0.0
1515597488_8737,0.0
1515597490_3397,0.0
1515597492_2679,0.0
1515597494_3285,0.0
1515597494_9255,0.0
1515597496_8451,0.0
1515597497_9920,0.0
1515597498_5267,0.0
1515597499_3337,0.0
1515597500_7093,0.0
1515597501_9222,0.0
1515597503_9079,0.0
1515597504_2040,0.0
1515597505_2439,0.0
1515597506_2291,0.0
1515597507_3614,0.0
1515597508_7116,0.0
1515597509_5673,0.0
1515597510_7633,0.0
1515597512_3976,0.0
1515597513_9752,0.0
1515597514_3891,0.0
1515597515_7010,0.0
1515597516_4858,0.0
1515597517_3293,0.0
1515597519_3582,0.0
1515597519_3947,0.0
1515597521_8975,0.0
1515597522_7519,0.0
1515597523_7994,0.0
1515597524_3385,0.0
1515597525_9218,0.0
1515597526_2261,0.0
1515597527_2378,0.0
1515597529_6894,0.0
1515597530_3211,0.0
1515597531_3889,0.0
1515597532_6335,0.0
1515597533_1767,0.0
1515597534_4613,0.0
1515597536_1726,0.0
1515597538_2568,0.0
1515598208_2036,0.0
1515598210_2114,0.0
1515598212_6177,0.0
1515598215_6619,0.0
1515598215_8148,0.0
1515598217_6236,0.0
1515598219_5163,0.0
1515598221_9710,0.0
1515598223_7617,0.0
1515598225_9825,0.0
1515598228_7045,0.0
1515598230_9946,0.0
1515598232_1858,0.0
1515598234_5738,0.0
1515598237_5440,0.0
1515598239_3687,0.0
1515598241_5177,0.0
1515598243_6641,0.0
1515598245_9114,0.0
1515598248_2136,0.0
1515598250_2316,0.0
1515598252_1476,0.0
1515598254_4413,0.0
1515598256_6907,0.0
1515598259_1399,0.0
1515598261_6613,0.0
1515598263_1227,0.0
1515598265_3972,0.0
1515598268_6311,0.0
1515598270_7409,0.0
1515598272_8748,0.0
1515598275_3815,0.0
1515598277_4404,0.0
1515598280_4011,0.0
1515598283_5459,0.0
1515598285_1447,0.0
1515598287_1332,0.0
1515598290_2408,0.0
1515598292_5552,0.0
1515598294_6620,0.0
1515598849_4593,0.0
1515598851_3011,0.0
1515598854_6710,0.0
1515598856_4185,0.0
1515598859_7624,0.0
1515598861_7951,0.0
1515598863_1543,0.0
1515598865_3083,0.0
1515598868_3142,0.0
1515598870_7373,0.0
1515598872_6984,0.0
1515598874_7309,0.0
1515598877_5342,0.0
1515598879_9500,0.0
1515598881_9785,0.0
1515598883_5300,0.0
1515598886_8227,0.0
1515598888_8167,0.0
1515598890_8041,0.0
1515598892_2672,0.0
1515598895_9385,0.0
1515598897_7861,0.0
1515598899_4573,0.0
1515598902_7412,0.0
1515598904_2476,0.0
1515598907_8869,0.0
1515598909_7652,0.0
1515598911_6184,0.0
1515598913_1256,0.0
1515598915_3473,0.0
1515598918_7629,0.0
1515598920_5210,0.0
1515598922_8461,0.0
1515598924_8281,0.0
1515598924_9477,0.0
1515598926_5638,0.0
1515598930_9518,0.0
1515599565_4320,0.0
1515599565_6737,0.0
1515599567_3152,0.0
1515599567_8085,0.0
1515599569_7481,0.0
1515599570_8719,0.0
1515599572_1557,0.0
1515599572_2671,0.0
1515599574_1920,0.0
1515599574_9139,0.0
1515599576_1032,0.0
1515599576_9009,0.0
1515599578_5791,0.0
1515599578_7443,0.0
1515599580_7741,0.0
1515599581_5927,0.0
1515599583_3177,0.0
1515599583_4270,0.0
1515599585_4664,0.0
1515599585_7456,0.0
1515599587_1556,0.0
1515599587_5866,0.0
1515599589_6730,0.0
1515599589_8191,0.0
1515599591_6080,0.0
1515599592_8655,0.0
1515599594_2036,0.0
1515599594_5894,0.0
1515599596_1667,0.0
1515599596_7888,0.0
1515599598_1247,0.0
1515599598_4970,0.0
1515599600_2046,0.0
1515599600_5582,0.0
1515599602_1314,0.0
1515599602_8115,0.0
1515599605_2622,0.0
1515599605_3049,0.0
1515599607_8534,0.0
1515599607_9349,0.0
1515599609_6717,0.0
1515599609_7040,0.0
1515599611_9332,0.0
1515599611_9833,0.0
1515599614_4746,0.0
1515599614_6755,0.0
1515599616_2716,0.0
1515599616_9687,0.0
1515599618_5239,0.0
1515599618_8383,0.0
1515599620_7681,0.0
1515599620_7687,0.0
1515599622_3177,0.0
1515599622_9800,0.0
1515599625_4005,0.0
1515599625_7651,0.0
1515599627_1264,0.0
1515599627_3467,0.0
1515599629_7835,0.0
1515599629_9435,0.0
1515599632_6867,0.0
